index,age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
20957,31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,United-States,<=50K
16358,25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,36,United-States,<=50K
1865,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
25963,30,Private,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,United-States,<=50K
6548,43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
2167,37,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K
27047,64,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2504,34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,>50K
23133,43,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
3719,31,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,<=50K
6226,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48,Italy,>50K
2871,46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
6071,27,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,50,United-States,<=50K
1942,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,Germany,>50K
6222,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
25191,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
6952,29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,35,United-States,<=50K
18518,63,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
4233,40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K
28839,50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
17564,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
13550,28,Private,HS-grad,Married-spouse-absent,Tech-support,Not-in-family,White,Female,37,United-States,<=50K
18202,69,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Not-in-family,White,Female,14,United-States,<=50K
26586,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,>50K
28093,57,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,>50K
3629,25,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,31,United-States,<=50K
23933,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
5596,51,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,47,United-States,>50K
7509,61,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
15127,35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Iran,>50K
9884,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
27786,49,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,>50K
17568,64,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
16183,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,48,United-States,>50K
23510,35,Private,11th,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
2507,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
29077,31,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
6038,48,State-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,56,United-States,>50K
13147,39,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,60,United-States,<=50K
16039,62,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
29610,38,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
21474,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K
18691,39,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,70,United-States,>50K
5454,28,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,46,United-States,<=50K
13897,20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,United-States,<=50K
12303,24,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
28047,35,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K
5955,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
16714,65,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,15,United-States,<=50K
4548,31,State-gov,Some-college,Married-spouse-absent,Other-service,Other-relative,White,Male,40,United-States,<=50K
26709,39,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K
27538,39,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
7875,47,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
21385,25,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
20524,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5064,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,90,United-States,>50K
24997,32,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,48,United-States,>50K
20325,42,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
1922,59,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,>50K
9434,50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
24256,32,Private,12th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
24669,62,Local-gov,9th,Divorced,Protective-serv,Not-in-family,Black,Male,24,United-States,<=50K
8358,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
29658,53,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
27942,50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45,United-States,>50K
194,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,12,United-States,<=50K
8427,19,Private,10th,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K
19545,44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
7012,54,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
18061,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
13408,50,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,Canada,>50K
350,58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
16912,58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
10684,23,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
1935,54,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,38,Jamaica,>50K
1987,51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam,>50K
16036,37,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
25237,54,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,>50K
5345,66,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,40,Puerto-Rico,<=50K
13903,44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
23899,61,Private,12th,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
25761,51,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
17361,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Japan,>50K
15209,28,Private,Masters,Never-married,Exec-managerial,Not-in-family,Other,Male,30,Cuba,<=50K
3591,25,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
15969,44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K
8591,37,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,85,Mexico,<=50K
317,37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
15775,32,Local-gov,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
6837,44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
20145,49,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,>50K
19788,33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,50,United-States,>50K
8245,33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
23610,60,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
4128,23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
11281,35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K
763,30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
10324,44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K
4009,30,Private,9th,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
3498,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
17103,32,Private,HS-grad,Divorced,Craft-repair,Other-relative,Black,Female,50,United-States,<=50K
29622,18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,5,United-States,<=50K
14018,28,Private,9th,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
14197,26,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
1691,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
14587,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
13653,17,Private,10th,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
20090,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
16899,37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
2302,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
7086,19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,<=50K
2574,51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
18856,19,Private,12th,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
24026,46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
532,57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
16816,19,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,30,United-States,<=50K
13058,19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K
13141,69,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
9710,44,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,<=50K
22484,27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K
1543,41,Private,Bachelors,Separated,Prof-specialty,Not-in-family,Black,Female,60,United-States,>50K
16634,23,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
16725,29,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
18166,28,Private,12th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,40,Ecuador,<=50K
14706,41,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
7213,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,Iran,>50K
20811,57,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,48,United-States,<=50K
1588,56,Self-emp-not-inc,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,20,United-States,>50K
22656,23,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,White,Female,36,United-States,<=50K
24841,43,Private,HS-grad,Divorced,Tech-support,Unmarried,Black,Female,35,United-States,<=50K
13320,34,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
29551,25,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,40,Peru,<=50K
7232,24,Private,Bachelors,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,<=50K
19931,21,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K
6516,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
14012,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
22868,47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K
9812,49,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
13069,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
2337,42,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K
21752,46,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,>50K
21491,42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
1927,43,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,>50K
1998,31,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,>50K
19672,39,Private,Some-college,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,40,Philippines,<=50K
14115,39,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
4454,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
13240,39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,>50K
8611,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
6462,51,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
7841,41,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,20,United-States,<=50K
5304,49,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
920,32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
27890,50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
24775,42,Private,Assoc-acdm,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,31,Laos,<=50K
24342,22,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,25,United-States,<=50K
5718,45,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
20447,67,Self-emp-inc,Bachelors,Widowed,Other-service,Unmarried,White,Female,35,United-States,<=50K
22060,43,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
4054,31,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,30,United-States,<=50K
4630,39,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K
12239,42,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
6072,46,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,30,United-States,<=50K
27876,36,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,>50K
1314,32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K
21890,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K
9449,38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
6727,47,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
12904,60,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K
6834,43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,<=50K
24878,39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
26111,44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
6043,49,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
2509,42,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
16504,52,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,65,United-States,>50K
6269,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K
28886,29,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,55,United-States,<=50K
2014,54,Private,10th,Divorced,Prof-specialty,Unmarried,White,Male,68,United-States,>50K
28478,22,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Mexico,<=50K
23856,37,Private,Some-college,Never-married,Tech-support,Own-child,Black,Female,40,United-States,<=50K
28830,39,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,60,United-States,<=50K
20885,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
2631,46,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,>50K
15793,23,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
4700,18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
11472,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K
2149,65,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
10759,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
18322,62,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K
21862,47,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
8495,21,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
25567,25,Private,11th,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
29651,32,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,>50K
23174,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
28024,31,State-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,>50K
22815,29,Private,Assoc-voc,Married-AF-spouse,Farming-fishing,Husband,White,Male,44,United-States,>50K
25534,46,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
16510,62,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,>50K
7796,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
10762,20,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
627,46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
9462,21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
4134,41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
26800,42,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Female,25,United-States,<=50K
23865,44,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,<=50K
26770,61,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
567,63,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
15443,30,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,60,United-States,>50K
6210,28,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
24674,43,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States,>50K
19884,33,Private,Bachelors,Married-spouse-absent,Other-service,Unmarried,White,Female,24,United-States,<=50K
17590,41,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K
27018,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,<=50K
14888,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
11593,34,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
3168,23,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
18626,55,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
2226,32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
22806,48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
26408,36,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
14194,46,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
12147,74,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
26082,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
2460,46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
26371,30,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,15,United-States,>50K
607,39,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
6322,55,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
2553,54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
14705,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,48,United-States,<=50K
7992,42,Private,7th-8th,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
1622,68,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
15772,42,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
674,53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
9578,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
21943,17,Private,11th,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
1426,49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,>50K
7480,43,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K
17215,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
6965,57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,<=50K
3565,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
5645,47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,55,Italy,>50K
29078,37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,>50K
12054,51,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,>50K
26891,24,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Other,Male,66,Mexico,<=50K
24679,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,<=50K
22998,55,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
3686,24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
17298,34,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
610,27,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
23198,39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
27469,60,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,>50K
23872,24,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States,<=50K
13517,34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,United-States,>50K
16269,20,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,18,United-States,<=50K
8112,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,>50K
7037,53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
1638,68,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
22362,37,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
10281,47,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,37,Puerto-Rico,<=50K
15821,43,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
29426,30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,>50K
15437,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
1464,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
10813,33,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
6596,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
18517,29,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,35,Peru,<=50K
14564,53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
1303,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
13437,40,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
24297,20,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,Puerto-Rico,<=50K
22032,52,Private,11th,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
24852,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
5638,31,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
